template_id,segment_id,lifecycle_stage,goal,theme,tone_preferences,hook_used,feature_reference,content_english,content_hindi
TPL-1BF59A5B,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Social Influence,"Encouraging, Growth-focused",Join the Leaderboard Challenge,Daily Challenges,Join our daily challenges and show off your skills! Win badges and climb the ranks.,दैनिक चुनौतियों में शामिल हों और अपनी कौशल का प्रदर्शन करें! बैज जीतें और अपने स्थान को ऊपर बढ़ाएं
TPL-F437EDBD,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Social Influence,"Encouraging, Growth-focused",Get Ready to Rise,Leaderboard Progress,Track your progress and see how far you've come! Get motivated to reach the top.,अपने प्रगति को ट्रैक करें और देखें कि आप कहाँ पहुँच गए हैं! प्रेरित होने के लिए अपने स्थान को ऊपर बढ़ाएं
TPL-8C92D26E,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Social Influence,"Encouraging, Growth-focused",Be the Best of the Best,Leaderboard Rankings,See where you stand against the best! Get inspired to be the best version of yourself.,अपने साथियों के साथ तुलना करें और सबसे अच्छा बनें! अपने सर्वश्रेष्ठ स्वयं को प्रेरित करें
TPL-12CF9A94,S9,inactive,Increase leaderboard engagement • compelling return value proposition,Social Influence,"Encouraging, Growth-focused",Your Turn to Shine,Leaderboard Spotlight,Get featured on our leaderboard spotlight! Show the world what you're made of.,हमारे लीडरबोर्ड स्पॉटलाइट में दिखाएं! दुनिया को दिखाएं कि आप क्या बनाएं
TPL-EBA0681C,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Social Influence,"Encouraging, Growth-focused",Exclusive Leaderboard Rewards,Leaderboard Ranking,Unlock exclusive rewards for your top leaderboard rankings!,अपने टॉप लीडरबोर्ड रैंकिंग के लिए विशेष पुरस्कार प्राप्त करें!
TPL-E88E1F57,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Social Influence,"Encouraging, Growth-focused",Be the Champion of the Week,Weekly Challenges,Compete to be the champion of the week and claim your spot on the leaderboard!,हफ्ते के चैंपियन बनें और लीडरबोर्ड पर अपनी जगह पकड़ें!
TPL-9B57FEFA,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Social Influence,"Encouraging, Growth-focused",Get Ready for the Next Level,Level Up,Level up and unlock new challenges to take your gameplay to the next level!,नEXT स्तर तक पहुंचें और नए चैलेंज को खोलें अपने गेमप्ले को बढ़ाएं!
TPL-930AE145,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Social Influence,"Encouraging, Growth-focused",Join the Leaderboard Leaderboard,Leaderboard Leaderboard,Join the leaderboard leaderboard and be part of the most competitive community!,लीडरबोर्ड लीडरबोर्ड में शामिल हों और सबसे प्रतिस्पर्धी समुदाय में से हिस्सा बनें!
TPL-95077AC3,S3,paid,Increase leaderboard engagement • deepening engagement & retention,Social Influence,"Encouraging, Growth-focused",Your Progress Matters,Progress Tracking,Your progress matters! Track your progress and stay motivated to reach the top!,आपकी प्रगति महत्वपूर्ण है! अपनी प्रगति ट्रैक करें और प्रेरित रहें अपने टॉप तक पहुंचने के लिए!
TPL-53C5B9DC,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Growth-focused",PAID,Leaderboard,You're just a few points away from reclaiming your top spot! Get back in the game and show the world what you're made of!,आपको अपनी टॉप स्थिति में वापस आने के लिए केवल कुछ अंक बचे हैं! खेल में वापस आएं और दुनिया को दिखाएं कि आप क्या बन सकते हैं!
TPL-17A04AC4,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Growth-focused",PAID,Recovery Challenges,Ready to get back on track? Join our recovery challenges and start building habits that stick! You got this!,आप फिर से ट्रैक पर होने के लिए तैयार हैं? हमारे रिकवरी चैलेंज में शामिल हों और हबिट्स बनाएं जो टिके रहें! आप इसे कर सकते हैं!
TPL-61EF68A5,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Growth-focused",PAID,Leaderboard Comparison,See how you stack up against your friends and fellow users! Get inspired to reach new heights and reclaim your spot on the leaderboard.,आपके दोस्तों और अन्य उपयोगकर्ताओं के साथ तुलना करें! प्रेरित हों और नई ऊंचाइयों तक पहुंचें और लीडरबोर्ड पर अपनी स्थिति फिर से प्राप्त करें!
TPL-73E7907F,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Growth-focused",PAID,Personalized Recommendations,Get personalized recommendations to help you get back on track! Our AI-powered system will suggest challenges and habits tailored just for you.,व्यक्तिगत सिफारिशें प्राप्त करें जो आपको फिर से ट्रैक पर लाने में मदद करें! हमारे AI- powered सिस्टम आपके लिए चैलेंज और हबिट्स की सिफारिशें करेगा जो आपके लिए बनाए गए हैं!
TPL-E3F7F120,S3,churned,Increase leaderboard engagement • re-engagement & recovering lost habits,Social Influence,"Encouraging, Growth-focused",PAID,Social Sharing,Share your progress and inspire others to join you! Show the world what you're working towards and get support from our community.,आपकी प्रगति साझा करें और अन्य लोगों को आपके साथ शामिल होने के लिए प्रेरित करें! दुनिया को दिखाएं कि आप क्या काम कर रहे हैं और हमारे समुदाय से समर्थन प्राप्त करें!
TPL-D180A4E1,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Growth-focused",Exclusive Leaderboard Access,Leaderboard,Unlock the top spots on our leaderboard and compete with the best! Get ready to boost your engagement and rise to the top!,अनोखा लीडरबोर्ड एक्सेस प्राप्त करें और सर्वश्रेष्ठ के साथ प्रतिस्पर्धा करें! अपनी प्रतिभा को बढ़ाएं और अपनी प्रतिस्पर्धा को बढ़ाएं!
TPL-BD2CEC37,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Growth-focused",Join the Ranks of the Top Players,Leaderboard,Be part of an elite group of players who are crushing it on the leaderboard! Join the movement and take your gameplay to the next level!,अन्य लोगों के साथ एक प्रतिष्ठित समूह में शामिल हों जो लीडरबोर्ड पर उत्कृष्ट प्रदर्शन कर रहे हैं! अपने खेल को अगले स्तर तक ले जाएं!
TPL-F6574CE7,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Growth-focused",Get Ready to Climb the Leaderboard,Leaderboard,It's time to take your leaderboard position to the next level! Challenge yourself and the top players to see who will come out on top.,अपने लीडरबोर्ड स्थान को अगले स्तर तक ले जाने के लिए तैयार हो जाएं! अपने आप को और शीर्ष खिलाड़ियों के साथ चुनौती दें और देखें कि कौन से पर्याप्त है!
TPL-8B68E39B,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Growth-focused",Unlock Exclusive Rewards,Leaderboard,"As you rise through the ranks, unlock exclusive rewards and take your gameplay to new heights! Don't miss out on these limited-time offers.",अपने स्थान के आधार पर अनोखे पुरस्कारों को खुलासा करें! अपने खेल को नए ऊंचाइयों तक ले जाएं और इन सीमित समय की पेशकशों को खोने का जोखिम न लें!
TPL-6726509F,S3,trial,Increase leaderboard engagement • rapid adoption & habit formation,Social Influence,"Encouraging, Growth-focused",Be the Best of the Best,Leaderboard,Prove your skills and become the best of the best on our leaderboard! Join the competition and take your gameplay to the next level.,अपनी क्षमताओं का प्रदर्शन करें और हमारे लीडरबोर्ड पर सर्वश्रेष्ठ बनें! प्रतिस्पर्धा में शामिल हों और अपने खेल को अगले स्तर तक ले जाएं!
TPL-B54FA92F,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Social Influence,"Encouraging, Growth-focused",Get back in the game!,Leaderboard,Reclaim your spot on the leaderboard and show off your skills!,पुनः अपनी स्थिति पर वापस लें और अपनी कौशल को प्रदर्शित करें!
TPL-D40BBBFE,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Social Influence,"Encouraging, Growth-focused",Unlock exclusive rewards!,Leaderboard,"Earn badges, points, and bragging rights by climbing the ranks!","निजी पुरस्कारों को स्वीकार करें! रैंकिंग में चढ़ने से बैज, अंक, और गर्व की बातें करने का मौका मिलेगा!"
TPL-F7B0EF13,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Social Influence,"Encouraging, Growth-focused",Join the challenge!,Leaderboard,Compete with friends and other players to become the ultimate champion!,दोस्तों और अन्य खिलाड़ियों के साथ प्रतिस्पर्धा करें और एकमात्र विजेता बनें!
TPL-8B121B03,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Social Influence,"Encouraging, Growth-focused",Boost your skills!,Leaderboard,Improve your gameplay and rise through the ranks to become a legend!,अपने खेल कौशल को बेहतर बनाएं और रैंक में चढ़कर एक लेजेंड बनें!
TPL-35DC3BDC,S3,inactive,Increase leaderboard engagement • compelling return value proposition,Social Influence,"Encouraging, Growth-focused",Reclaim your leaderboard spot!,Leaderboard,Don't let others take your place - come back and show them what you're made of!,"अपनी स्थिति को वापस पाने के लिए, दूसरों की जगह लेने से बचें और दिखाएं कि आप क्या बन सकते हैं!"
TPL-45C4C4BD,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Loss Avoidance,"Encouraging, Growth-focused",Unlock Exclusive Content,AI Tutor Expertise,Don't miss out! Unlock exclusive content to take your AI tutoring skills to the next level.,अनोखा सामग्री एक्सेस करें! अपने AI ट्यूटरिंग कौशल को अगले स्तर तक ले जाएं.
TPL-3960CB75,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Loss Avoidance,"Encouraging, Growth-focused",Boost Your Earning Potential,AI Tutor Earnings,Boost your earning potential with our AI tutoring platform. Get more clients and earn more.,अपनी कमाई को बढ़ाएं! हमारे AI ट्यूटरिंग प्लेटफ़ॉर्म से अधिक ग्राहक प्राप्त करें और अधिक कमाएं.
TPL-63D7F4AD,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Loss Avoidance,"Encouraging, Growth-focused",Get Ahead of the Competition,AI Tutor Expertise,Stand out from the crowd and get ahead of the competition with our AI tutoring platform. Unlock your full potential.,सामाजिक से आगे रहें! हमारे AI ट्यूटरिंग प्लेटफ़ॉर्म से अपनी पूरी क्षमता को खुलकर लाएं.
TPL-A4C7D680,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Loss Avoidance,"Encouraging, Growth-focused",Unlock Personalized Feedback,AI Tutor Insights,Get personalized feedback on your AI tutoring sessions. Improve your skills and take your teaching to the next level.,व्यक्तिगत फीडबैक को खुलकर लें! अपने AI ट्यूटरिंग सेशनों पर सुधार करें और अपनी शिक्षण क्षमता को अगले स्तर तक ले जाएं.
TPL-7B3D7A84,S2,paid,Increase ai_tutor engagement • deepening engagement & retention,Loss Avoidance,"Encouraging, Growth-focused",Accelerate Your Progress,AI Tutor Progress,Accelerate your progress and achieve your goals faster with our AI tutoring platform. Stay motivated and focused.,अपने प्रगति को तेज करें! हमारे AI ट्यूटरिंग प्लेटफ़ॉर्म से अपने लक्ष्यों को जल्दी हासिल करें और प्रेरित रहें।
TPL-24DA9FF3,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",Limited Time Offer: Get 20% Off Your Next Session,Exclusive Discounts for Loyal Users,"Don't let your progress slip away! Book your next AI tutor session now and enjoy 20% off. Hurry, offer valid for a limited time!",अपने प्रगति को धक्का दें! अपने अगले AI ट्यूटर सेशन के लिए 20% की छूट प्राप्त करें। तुरंत कार्रवाई करें!
TPL-3B4A7747,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",Recover Your Lost Habit with AI Tutor,Re-Engage with Our Expert Tutors,Fall back into your routine with our AI-powered tutors. Get back on track and achieve your goals. Try now and see the difference!,अपने खोए हुए आदत को फिर से शुरू करें AI ट्यूटर के साथ। अपने लक्ष्यों को प्राप्त करें और देखें कि क्या फर्क पड़ता है!
TPL-E2F7FEC6,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",Unlock Exclusive Content with Your Next Session,Early Access to New Features,Unlock exclusive content and get early access to our new features. Book your next AI tutor session now and elevate your learning experience!,अनोखी सामग्री का लाभ उठाएं अपने अगले AI ट्यूटर सेशन के साथ। नए विशेषताओं का पहले से पहले लाभ उठाएं और अपनी सीखने की अनुभव को बढ़ाएं!
TPL-58F86DBF,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",Get Personalized Feedback with Your AI Tutor,One-on-One Tutoring with Our Expert AI,Get personalized feedback and guidance from our expert AI tutors. Book your next session now and take your learning to the next level!,अपने AI ट्यूटर से व्यक्तिगत फीडबैक और मार्गदर्शन प्राप्त करें। अपने अगले सेशन के लिए किताबें और देखें अपनी सीखने की अनुभव को बढ़ाएं!
TPL-212C5DB2,S2,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",Re-Engage with Our Community and Win Rewards,Join Our Loyal User Program,Re-engage with our community and start winning rewards. Join our loyal user program now and become a part of our exclusive group!,हमारी समुदाय से फिर से जुड़ें और पुरस्कार जीतें। हमारे विशिष्ट उपयोगकर्ता कार्यक्रम में शामिल हों और हमारे विशेष समूह में से एक बनें!
TPL-01D5244D,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",Limited Time Offer: Unlock Exclusive AI Tutoring,Early Access to AI Tutoring Features,Don't miss out! Get exclusive access to our AI tutoring features for a limited time. Boost your learning experience with our cutting-edge AI technology.,सीमित समय के लिए एक्सेस प्राप्त करें: AI ट्यूटरिंग की विशेषताएं
TPL-61AB9B09,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",Unlock Your Full Potential with AI Tutoring,Personalized Learning Plans,Unlock your full potential with our AI-powered learning plans. Get tailored guidance to help you achieve your goals.,AI ट्यूटरिंग से अपना पूरा संभव होने का अवसर
TPL-877B2AB1,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",Get Ahead of the Curve with AI Tutoring,Real-time Feedback and Assessment,Stay ahead of the curve with our real-time feedback and assessment features. Get instant insights to improve your learning.,कurve पर आगे बढ़ें: AI ट्यूटरिंग की रियल-टाइम फीडबैक और मूल्यांकन विशेषताएं
TPL-275307E3,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",Transform Your Learning Experience with AI Tutoring,Interactive Learning Sessions,Transform your learning experience with our interactive learning sessions. Engage with AI-powered learning tools to achieve your goals.,AI ट्यूटरिंग से आपकी सीखने की अनुभव को बदलें
TPL-E707F2F5,S2,trial,Increase ai_tutor engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",Unlock Exclusive Discounts on AI Tutoring,Early Bird Specials,Be one of the first to unlock exclusive discounts on our AI tutoring services. Don't miss out on this limited-time offer.,सीमित समय के लिए विशेष डिस्काउंट: AI ट्यूटरिंग सेवाओं पर एक्सेस प्राप्त करें
TPL-3E5EBD63,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",Don't miss out on exclusive AI-powered learning! Reactivate your account now and start growing your skills.,Access to AI-driven learning resources and expert guidance,Reactivate your account to unlock new learning opportunities and take your skills to the next level.,अपने कौशल को अगले स्तर तक ले जाने के लिए अपने खाते को फिर से सक्रिय करें और एक्सक्लुसिव एआई पावर्ड सीखन का लाभ उठाएं।
TPL-3BF773BC,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",Unlock your full potential with our AI-powered learning tools! Reactivate your account today.,Personalized learning paths and AI-driven feedback,Don't let your skills stagnate. Reactivate your account and start unlocking your full potential with our AI-powered learning tools.,अपने कौशल को पूरी तरह से खोलें और हमारे एआई पावर्ड सीखन उपकरणों का लाभ उठाएं। अपने खाते को फिर से सक्रिय करें और अपने संभावित को बढ़ाएं।
TPL-4EB144EC,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",Get back on track with our AI-powered learning resources! Reactivate your account now and start growing your skills.,Expert guidance and AI-driven support,Don't let your progress fall behind. Reactivate your account and start growing your skills with our AI-powered learning resources.,अपने प्रगति को पीछे नहीं छोड़ें। अपने खाते को फिर से सक्रिय करें और हमारे एआई पावर्ड सीखन संसाधनों का लाभ उठाएं और अपने कौशल को बढ़ाएं।
TPL-70F4A97C,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",Reclaim your learning momentum with our AI-powered tools! Reactivate your account today.,Personalized learning plans and AI-driven feedback,Don't let your learning momentum slip away. Reactivate your account and start reclaiming your learning momentum with our AI-powered tools.,अपने सीखन की गति को वापस पाने के लिए हमारे एआई पावर्ड उपकरणों का लाभ उठाएं। अपने खाते को फिर से सक्रिय करें और अपने सीखन को फिर से शुरू करें।
TPL-FA8B8268,S2,inactive,Increase ai_tutor engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",Take control of your learning with our AI-powered resources! Reactivate your account now and start growing your skills.,Expert guidance and AI-driven support,Don't let anyone hold you back. Reactivate your account and start taking control of your learning with our AI-powered resources.,किसी को भी आपको रोकने देने की जरूरत नहीं है। अपने खाते को फिर से सक्रिय करें और हमारे एआई पावर्ड संसाधनों का लाभ उठाएं और अपने सीखन को नियंत्रित करें।
TPL-DD977C13,S1,paid,Increase gamification engagement • deepening engagement & retention,Loss Avoidance,"Encouraging, Growth-focused",Unlock Exclusive Rewards,New Level Unlocked,You're getting closer to the top! Unlock exclusive rewards for your continued progress.,आपकी प्रगति के लिए विशेष पुरस्कार! आपकी प्रगति को जारी रखें और विशेष पुरस्कार प्राप्त करें.
TPL-E72365F1,S1,paid,Increase gamification engagement • deepening engagement & retention,Loss Avoidance,"Encouraging, Growth-focused",Don't Miss Out!,Limited Time Offer,Don't miss out on this limited time offer! Complete your current level to unlock exclusive benefits.,सीमित समय का प्रस्ताव! अपने वर्तमान स्तर को पूरा करें और विशेष लाभों को स्वीकार करें.
TPL-8D67EF63,S1,paid,Increase gamification engagement • deepening engagement & retention,Loss Avoidance,"Encouraging, Growth-focused",You're on a Roll!,Streaks and Rewards,You're on a roll! Keep your streaks going and earn exclusive rewards.,आपकी श्रृंखला में आप जारी! अपनी श्रृंखलाओं को बनाए रखें और विशेष पुरस्कार प्राप्त करें.
TPL-787EC8FA,S1,paid,Increase gamification engagement • deepening engagement & retention,Loss Avoidance,"Encouraging, Growth-focused",Level Up Your Progress!,New Challenges Ahead,Level up your progress! Take on new challenges and unlock exclusive benefits.,आपकी प्रगति को स्तर बढ़ाएं! नए चुनौतियों का सामना करें और विशेष लाभों को स्वीकार करें.
TPL-B81AF905,S1,paid,Increase gamification engagement • deepening engagement & retention,Loss Avoidance,"Encouraging, Growth-focused",Your Progress Matters!,You're Making a Difference,"Your progress matters! Every step counts, and you're making a difference.","आपकी प्रगति महत्वपूर्ण है! हर कदम महत्वपूर्ण है, और आप एक अंतर बना रहे हैं।"
TPL-E91C27A6,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",Don't let habit loss add up! Get back on track with our exclusive offers,Exclusive Offers,Recover your lost habits and get rewarded with amazing deals!,अपने खोए हुए आदतों को फिर से पुनः स्थापित करें और सुपर डील्स का आनंद लें!
TPL-D656DA92,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",Unlock your potential and level up your habits,Habit Tracking,Take control of your habits and watch your progress soar!,अपने आदतों को नियंत्रित करें और अपनी प्रगति को उंचा करें!
TPL-9F29CB46,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",Don't miss out! Limited time offers for habit recovery,Limited Time Offers,Recover your lost habits and get exclusive access to our limited time offers!,अपने खोए हुए आदतों को फिर से पुनः स्थापित करें और सीमित समय के प्रस्तावों का आनंद लें!
TPL-3B8810B1,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",Get back on track with our expert guidance,Personalized Coaching,Recover your lost habits with our expert guidance and support!,अपने खोए हुए आदतों को फिर से पुनः स्थापित करें हमारे विशेषज्ञ मार्गदर्शन और समर्थन के साथ!
TPL-98333F89,S1,churned,Increase gamification engagement • re-engagement & recovering lost habits,Loss Avoidance,"Encouraging, Growth-focused",Recover your lost habits and win big!,Rewards Program,Recover your lost habits and win exciting rewards and prizes!,अपने खोए हुए आदतों को फिर से पुनः स्थापित करें और रिवार्ड्स प्रोग्राम के माध्यम से रोमांचक पुरस्कार और पुरस्कार जीतें!
TPL-57E0394F,S1,trial,Increase gamification engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",Unlock Exclusive Rewards,Daily Challenges,Don't miss out on your daily dose of fun! Complete your daily challenges to unlock exclusive rewards.,अपने दैनिक चुनौतियों को पूरा करें और विशेष पुरस्कारों को अंजाम दें!
TPL-2CF124B7,S1,trial,Increase gamification engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",Get Closer to Your Goal,Progress Tracking,Track your progress and stay motivated! You're one step closer to achieving your goal.,अपने लक्ष्य की ओर बढ़ते रहें और प्रेरित रहें! आपका लक्ष्य आपके सामने ही है!
TPL-2C7A72F7,S1,trial,Increase gamification engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",Join the Leaderboard,Global Rankings,Join the ranks of the top players and climb the leaderboard! Show the world what you're made of.,विश्व के शीर्ष खिलाड़ियों के साथ जुड़ें और लीडरबोर्ड पर चढ़ें! दुनिया को अपनी क्षमता का प्रदर्शन करें!
TPL-3B260C0C,S1,trial,Increase gamification engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",Don't Miss Out,Limited-Time Offers,Limited time offer! Don't miss out on exclusive deals and discounts. Act now and claim your reward.,सीमित समय की ऑफर! अपने हाथ से गुजरने वाले विशेष ऑफर और छूटों का लाभ उठाएं। तुरंत कार्रवाई करें और अपना पुरस्कार प्राप्त करें!
TPL-1DC81499,S1,trial,Increase gamification engagement • rapid adoption & habit formation,Loss Avoidance,"Encouraging, Growth-focused",Level Up Your Game,Skill-Building Challenges,Take your skills to the next level with our challenging challenges. Level up your game and become a master.,अपनी कौशल को अगले स्तर पर ले जाएं और चुनौतीपूर्ण चुनौतियों का सामना करें। अपने खेल को स्तर बढ़ाएं और मास्टर बनें!
TPL-19844539,S1,inactive,Increase gamification engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",You're just a few steps away from unlocking a new level!,Daily Challenges,Don't let your streaks slip away! Complete your daily challenges to stay on top of your game.,आपकी स्ट्रीक्स को फिर से बनाए रखें! दैनिक चैलेंज को पूरा करें और अपनी खेल की शुरुआत को बनाए रखें।
TPL-57B334F8,S1,inactive,Increase gamification engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",Your progress is just a tap away!,Progress Tracking,See how far you've come and what's still to achieve! Track your progress and stay motivated.,आपकी प्रगति को एक चोटी से देखें! अपनी प्रगति को ट्रैक करें और प्रेरित रहें।
TPL-D85D2F5C,S1,inactive,Increase gamification engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",Don't miss out on exclusive rewards!,Rewards Store,Unlock special rewards and take your gamification to the next level! Browse our rewards store now.,विशेष पुरस्कारों को खोएं नहीं! विशेष पुरस्कारों को खुलासा करें और अपनी खेल को अगले स्तर पर ले जाएं।
TPL-58C609BE,S1,inactive,Increase gamification engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",Your friends are waiting for you!,Social Leaderboards,Join the competition and climb the ranks! See how your friends are doing and stay ahead of the game.,आपके दोस्त आपका इंतजार कर रहे हैं! सामाजिक रैंकिंग में शामिल हो और अपने खेल को आगे बढ़ाएं।
TPL-B0396F2C,S1,inactive,Increase gamification engagement • compelling return value proposition,Loss Avoidance,"Encouraging, Growth-focused",Get a head start on your day!,Daily Boost,Boost your day with a special power-up! Get a head start on your daily challenges and stay ahead of the game.,दिन की शुरुआत के लिए एक विशेष पावर-अप! अपने दैनिक चैलेंज को आगे बढ़ाएं और अपने खेल को आगे बढ़ाएं।
TPL-384CC830,S8,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Friendly accountability, Growth-focused",Retention,Deepened engagement & retention,You're on a roll! Keep pushing to increase your AI tutor engagement. Your progress matters!,आपकी प्रगति बहुत अच्छी है! अपने AI ट्यूटर इंजीनियरमेंट को और बढ़ाएं और अपने प्रगति को बनाए रखें.
TPL-FBA90CC7,S8,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Friendly accountability, Growth-focused",Retention,Deepened engagement & retention,Don't let momentum fade! Stay committed to increasing your AI tutor engagement. You're doing great!,आपकी गति धीमी नहीं होनी चाहिए! अपने AI ट्यूटर इंजीनियरमेंट को बनाए रखें और अपने प्रगति को और बढ़ाएं.
TPL-0A1EB700,S8,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Friendly accountability, Growth-focused",Retention,Deepened engagement & retention,Every small step counts! Keep pushing to increase your AI tutor engagement. You're making progress!,हर छोटा कदम महत्वपूर्ण है! अपने AI ट्यूटर इंजीनियरमेंट को बढ़ाएं और अपने प्रगति को बनाए रखें.
TPL-C11C9C5F,S8,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Friendly accountability, Growth-focused",Retention,Deepened engagement & retention,You're getting closer! Keep increasing your AI tutor engagement. Your hard work is paying off!,आपकी ओर बढ़ रहे हैं! अपने AI ट्यूटर इंजीनियरमेंट को और बढ़ाएं और अपने मेहनत का फल लें.
TPL-88EE771A,S8,paid,Increase ai_tutor engagement • deepening engagement & retention,Accomplishment,"Friendly accountability, Growth-focused",Retention,Deepened engagement & retention,Stay on track! Keep increasing your AI tutor engagement. You're doing great and making progress!,आपकी ओर बढ़ रहे हैं! अपने AI ट्यूटर इंजीनियरमेंट को बनाए रखें और अपने प्रगति को और बढ़ाएं.
TPL-CFC108F6,S8,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Friendly accountability, Growth-focused",D31+ Retention Alert: Your progress matters!,Daily AI Tutor Sessions,"Hey, you've been inactive for a while! Get back on track with daily AI tutor sessions and regain your momentum.","नमस्कार, आपकी गतिविधि के लिए धन्यवाद! दैनिक AI ट्यूटर सेशन में वापस आने से आपकी गतिविधि को फिर से शुरू करें और अपनी गतिविधि को फिर से शुरू करें."
TPL-97ED271B,S8,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Friendly accountability, Growth-focused",Re-Engage & Recover: Your AI Tutor Journey Awaits!,Re-Start Your AI Tutor Sessions,Don't let time slip away! Re-start your AI tutor sessions and get back to improving your skills.,समय को खोने देने की कोशिश न करें! अपनी AI ट्यूटर सेशन को फिर से शुरू करें और अपनी कौशल को सुधारने के लिए वापस आ जाएं.
TPL-75E1914D,S8,churned,Increase ai_tutor engagement • re-engagement & recovering lost habits,Accomplishment,"Friendly accountability, Growth-focused",Accomplishment Alert: You're Close to Your Goal!,Progress Tracking,You're so close to reaching your goal! Track your progress and stay motivated with our daily AI tutor sessions.,आपके लक्ष्य के करीब हैं! प्रगति ट्रैक करें और दैनिक AI ट्यूटर सेशन के माध्यम से प्रेरित रहें.
